# Names as the emulator reads them out of the romset, with the region it states.
# 'check' rows are where your label shares no word with the emulator's.
romset	your label	game	region	suggested name	class
suratk.zip	Surprise Attack	Surprise Attack (World ver. K)	—	Surprise Attack (World ver. K)	alias
survarts.zip	Survival Arts	Survival Arts	World	Survival Arts (World)	alias
suzuk8h2.zip	Suzuka 8 Hours 2	Suzuka 8 Hours 2 (Rev B)	World	Suzuka 8 Hours 2 (Rev B) (World)	alias
suzuka8h.zip	Suzuka 8 Hours	Suzuka 8 Hours (Rev C)	World	Suzuka 8 Hours (Rev C) (World)	alias
svc.zip	SVC Chaos - SNK Vs. Capcom	SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690)	—	SNK vs. Capcom - SVC Chaos (NGM-2690 ~ NGH-2690)	alias
svcpcb.zip	SVC Chaos - SNK Vs. Capcom	SNK vs. Capcom - SVC Chaos (JAMMA PCB, NEO-MVH MVO PCB)	—	SNK vs. Capcom - SVC Chaos (JAMMA PCB, NEO-MVH MVO PCB)	alias
svf.zip	Super Visual Football: European Sega Cup	Super Visual Football: European Sega Cup (Rev A)	—	Super Visual Football: European Sega Cup (Rev A)	alias
svg.zip	S.v.g. - Spectral Vs Generation	S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V200) (ARM label V200, ROM 10/11/05 S.V.G V201)	—	S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V200) (ARM label V200, ROM 10/11/05 S.V.G V201)	alias
svolley.zip	Super Volleyball	Super Volleyball	Japan	Super Volleyball (Japan)	alias
swcourt.zip	Super World Court	Super World Court	World	Super World Court (World)	alias
sws.zip	Super World Stadium	Super World Stadium	Japan	Super World Stadium (Japan)	alias
sws92.zip	Super World Stadium '92	Super World Stadium '92	Japan	Super World Stadium '92 (Japan)	alias
sws93.zip	Super World Stadium '93	Super World Stadium '93	Japan	Super World Stadium '93 (Japan)	alias
sws95.zip	Super World Stadium '95	Super World Stadium '95	Japan	Super World Stadium '95 (Japan)	alias
sws96.zip	Super World Stadium '96	Super World Stadium '96	Japan	Super World Stadium '96 (Japan)	alias
sws97.zip	Super World Stadium '97	Super World Stadium '97	Japan	Super World Stadium '97 (Japan)	alias
sxyreac2.zip	Pachinko Sexy Reaction 2	Pachinko Sexy Reaction 2	Japan	Pachinko Sexy Reaction 2 (Japan)	alias
sxyreact.zip	Pachinko Sexy Reaction	Pachinko Sexy Reaction	Japan	Pachinko Sexy Reaction (Japan)	alias
syscheck.zip	ZZZ(notgame):Neo-geo Bios	Neo System Check (ver 1.0b)	—	Neo System Check (ver 1.0b)	alias
szaxxon.zip	Super Zaxxon	Super Zaxxon (315-5013)	—	Super Zaxxon (315-5013)	alias
tacscan.zip	Tac/scan	Tac/Scan	—	Tac/Scan	alias
tactcian.zip	Tactician	Tactician (set 1)	—	Tactician (set 1)	alias
tail2nos.zip	Tail To Nose - Great Championship	Tail to Nose - Great Championship / Super Formula	—	Tail to Nose - Great Championship / Super Formula	alias
tangtang.zip	Tang Tang	Tang Tang (ver. 0526, 26/05/2000, set 1)	—	Tang Tang (ver. 0526, 26/05/2000, set 1)	alias
tankfrce.zip	Tank Force	Tank Force (2 Players)	USA	Tank Force (2 Players) (USA)	alias
tantr.zip	Puzzle & Action: Tant-R	Puzzle & Action: Tant-R	Japan	Puzzle & Action: Tant-R (Japan)	alias
taotaido.zip	Tao Taido	Tao Taido (2 button version)	—	Tao Taido (2 button version)	alias
targeth.zip	Target Hits	Target Hits (ver 1.1, checksum 5152)	—	Target Hits (ver 1.1, checksum 5152)	alias
tazmania.zip	Tazz-Mania	Tazz-Mania (set 1)	—	Tazz-Mania (set 1)	alias
tbowl.zip	Tecmo Bowl	Tecmo Bowl (set 1)	World	Tecmo Bowl (set 1) (World)	alias
tcobra2.zip	Twin Cobra II	Twin Cobra II (Ver 2.1O 1995/11/30)	—	Twin Cobra II (Ver 2.1O 1995/11/30)	alias
tdpgal.zip	Triple Draw Poker	Triple Draw Poker (Design Labs / Thomas Automatics)	—	Triple Draw Poker (Design Labs / Thomas Automatics)	alias
tdragon2.zip	Thunder Dragon 2	Thunder Dragon 2 (9th Nov. 1993)	—	Thunder Dragon 2 (9th Nov. 1993)	alias
tdragonb.zip	Thunder Dragon	Thunder Dragon (bootleg with Raiden sounds, encrypted)	—	Thunder Dragon (bootleg with Raiden sounds, encrypted)	alias
teddybb.zip	Teddyboy Blues	TeddyBoy Blues (315-5115, New Ver.)	—	TeddyBoy Blues (315-5115, New Ver.)	alias
tekipaki.zip	The Brain Washing Game	Teki Paki	—	Teki Paki	check
teot.zip	Eye of Typhoon ,The	The Eye of Typhoon (HB, Beta 7 Version)	—	The Eye of Typhoon (HB, Beta 7 Version)	alias
term2.zip	Terminator 2 - Judgment Day	Terminator 2 - Judgment Day (rev LA4 08/03/92)	—	Terminator 2 - Judgment Day (rev LA4 08/03/92)	alias
terracre.zip	Terra Cresta	Terra Cresta (YM3526 set 1)	—	Terra Cresta (YM3526 set 1)	alias
tetrbx.zip	Tetris / Bloxeed	Tetris / Bloxeed (Korean System 16 bootleg) (ISG Selection Master Type 2006)	—	Tetris / Bloxeed (Korean System 16 bootleg) (ISG Selection Master Type 2006)	alias
tetris.zip	Tetris (set 4, Japan, System 16a)	Tetris (set 4, System 16A) (FD1094 317-0093)	Japan	Tetris (set 4, System 16A) (FD1094 317-0093) (Japan)	alias
tetrisp.zip	Tetris Plus	Tetris Plus (ver 1.0)	—	Tetris Plus (ver 1.0)	alias
tetrisp2.zip	Tetris Plus 2	Tetris Plus 2 (V2.8)	World	Tetris Plus 2 (V2.8) (World)	alias
tetrisse.zip	Tetris	Tetris (System E)	Japan	Tetris (System E) (Japan)	alias
tetrsark.zip	Tetris	Tetris (D.R. Korea, set 1, encrypted)	—	Tetris (D.R. Korea, set 1, encrypted)	alias
tgm2.zip	Tetris The Absolute The Grand Master 2	Tetris: The Absolute - The Grand Master 2	—	Tetris: The Absolute - The Grand Master 2	alias
thedeep.zip	The Deep	The Deep	Japan	The Deep (Japan)	alias
theglad.zip	The Gladiator / Road Of The Sword / Shen Jian	The Gladiator / Shenjian Fumo Lu / Shenjian Fengyun (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107)	—	The Gladiator / Shenjian Fumo Lu / Shenjian Fengyun (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107)	alias
theroes.zip	Thunder Heroes	Thunder Heroes (set 1)	—	Thunder Heroes (set 1)	alias
thndrbld.zip	Thunder Blade	Thunder Blade (upright) (FD1094 317-0056)	—	Thunder Blade (upright) (FD1094 317-0056)	alias
thndrx2.zip	Thunder Cross II	Thunder Cross II	World	Thunder Cross II (World)	alias
thndzone.zip	Desert Assault	Thunder Zone (Rev 1)	World	Thunder Zone (Rev 1) (World)	check
thoop.zip	Thunder Hoop	Thunder Hoop (ver. 1, checksum 02a09f7d)	—	Thunder Hoop (ver. 1, checksum 02a09f7d)	alias
thunderj.zip	ThunderJaws	ThunderJaws (rev 3)	—	ThunderJaws (rev 3)	alias
thunderl.zip	Thunder & Lightning	Thunder & Lightning (set 1)	—	Thunder & Lightning (set 1)	alias
thunderx.zip	Thunder Cross	Thunder Cross (set 1)	—	Thunder Cross (set 1)	alias
thundfox.zip	Thunder Fox	Thunder Fox (rev 1)	World	Thunder Fox (rev 1) (World)	alias
tigerh.zip	Tiger Heli	Tiger-Heli	USA	Tiger-Heli (USA)	alias
tigeroad.zip	Tiger Road	Tiger Road	USA	Tiger Road (USA)	alias
timefgtr.zip	Time Fighter	Time Fighter (Time Pilot conversion on Galaxian hardware)	—	Time Fighter (Time Pilot conversion on Galaxian hardware)	alias
timekill.zip	Time Killers	Time Killers (v1.32)	—	Time Killers (v1.32)	alias
timescan.zip	Time Scanner	Time Scanner (set 2, System 16B)	—	Time Scanner (set 2, System 16B)	alias
timesold.zip	Time Soldiers	Time Soldiers (US Rev 3)	—	Time Soldiers (US Rev 3)	alias
timesup.zip	ZZZ(notgame):Timesup	Time's UP! (HB)	—	Time's UP! (HB)	check
timesupd.zip	Time's Up	Time's UP! (HB, Demo)	—	Time's UP! (HB, Demo)	alias
tinklpit.zip	Tinkle Pit	Tinkle Pit	Japan	Tinkle Pit (Japan)	alias
tinstar.zip	The Tin Star	The Tin Star (A10, 4 PCB version)	—	The Tin Star (A10, 4 PCB version)	alias
titlef.zip	Title Fight	Title Fight	World	Title Fight (World)	alias
tkdensho.zip	Toukidenshou - Angel Eyes	Toukidenshou - Angel Eyes (VER. 960614)	—	Toukidenshou - Angel Eyes (VER. 960614)	alias
tmnt.zip	Teenage Mutant Ninja Turtles	Teenage Mutant Ninja Turtles (World 4 Players, version X)	—	Teenage Mutant Ninja Turtles (World 4 Players, version X)	alias
tmnt2.zip	Teenage Mutant Ninja Turtles: Turtles in Time	Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA)	—	Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA)	alias
tmnt22pu.zip	Teenage Mutant Ninja Turtles: Turtles in Time	Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver UDA)	—	Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver UDA)	alias
tmnt2pj.zip	Teenage Mutant Ninja Turtles	Teenage Mutant Ninja Turtles (Japan 2 Players, version 1)	—	Teenage Mutant Ninja Turtles (Japan 2 Players, version 1)	alias
tmnti.zip	ZZZ(notgame):Demos	Teenage Mutant Ninja Turtles (FMV Demo)	—	Teenage Mutant Ninja Turtles (FMV Demo)	check
tndrcade.zip	Thundercade	Thundercade / Twin Formation	—	Thundercade / Twin Formation	alias
tnextspc.zip	The Next Space	The Next Space (set 1)	—	The Next Space (set 1)	alias
tnk3.zip	T.N.K III	T.N.K III	USA	T.N.K III (USA)	alias
tnzs.zip	The NewZealand Story	The NewZealand Story (new version) (P0-043A PCB)	World	The NewZealand Story (new version) (P0-043A PCB) (World)	alias
todruaga.zip	The Tower of Druaga	The Tower of Druaga (New Ver.)	—	The Tower of Druaga (New Ver.)	alias
toki.zip	Toki (World, set 1)	Toki (set 1)	World	Toki (set 1) (World)	alias
tokisens.zip	Toki no Senshi: Chrono-Soldier	Toki no Senshi - Chrono Soldier (MC-8123, 317-0040)	—	Toki no Senshi - Chrono Soldier (MC-8123, 317-0040)	alias
toobin.zip	Toobin'	Toobin' (rev 3)	—	Toobin' (rev 3)	alias
tophuntr.zip	Top Hunter: Roddy & Cathy	Top Hunter - Roddy & Cathy (NGM-046)	—	Top Hunter - Roddy & Cathy (NGM-046)	alias
topsecex.zip	Top Secret	Top Secret (Exidy) (version 1.0)	—	Top Secret (Exidy) (version 1.0)	alias
topspeed.zip	Top Speed	Top Speed (rev 1)	World	Top Speed (rev 1) (World)	alias
totcarn.zip	Total Carnage	Total Carnage (rev LA1 03/10/92)	—	Total Carnage (rev LA1 03/10/92)	alias
toucheme.zip	Touche Me	Touche Me (set 1)	—	Touche Me (set 1)	alias
toutrun.zip	Turbo Out Run	Turbo Out Run (Out Run upgrade) (FD1094 317-0118)	—	Turbo Out Run (Out Run upgrade) (FD1094 317-0118)	alias
tp84.zip	Time Pilot '84	Time Pilot '84 (set 1)	—	Time Pilot '84 (set 1)	alias
tpgolf.zip	Top Player's Golf	Top Player's Golf (NGM-003 ~ NGH-003)	—	Top Player's Golf (NGM-003 ~ NGH-003)	alias
trally.zip	Thrash Rally	Thrash Rally (ALM-003 ~ ALH-003)	—	Thrash Rally (ALM-003 ~ ALH-003)	alias
travrusa.zip	Traverse Usa / Zippy Race	Traverse USA / Zippy Race	—	Traverse USA / Zippy Race	alias
trckydoc.zip	Tricky Doc	Tricky Doc (set 1)	—	Tricky Doc (set 1)	alias
tricktrp.zip	Trick Trap	Trick Trap (World?)	—	Trick Trap (World?)	alias
triothep.zip	Trio The Punch - Never Forget Me...	Trio The Punch - Never Forget Me...	World	Trio The Punch - Never Forget Me... (World)	alias
triplep.zip	Triple Punch	Triple Punch (set 1)	—	Triple Punch (set 1)	alias
tripool.zip	Tri-pool	Tri-Pool: 3-In-One (Casino Tech)	—	Tri-Pool: 3-In-One (Casino Tech)	alias
trisport.zip	Tri-sports	Tri-Sports	—	Tri-Sports	alias
trophyh.zip	Trophy Hunting - Bear & Moose V1.0	Trophy Hunting - Bear & Moose V1.00	—	Trophy Hunting - Bear & Moose V1.00	alias
trstar.zip	Top Ranking Stars	Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version)	—	Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version)	alias
truxton.zip	Truxton (Europe, US) / Tatsujin (Japan)	Truxton / Tatsujin	Europe	Truxton / Tatsujin (Europe)	alias
truxton2.zip	Truxton II	Truxton II / Tatsujin Oh	—	Truxton II / Tatsujin Oh	alias
trvmstr.zip	Trivia Master	Trivia Master (set 1)	—	Trivia Master (set 1)	alias
tsamurai.zip	Samurai Nihon-ichi	Samurai Nihon-Ichi (rev 1)	—	Samurai Nihon-Ichi (rev 1)	alias
tshingen.zip	Shingen Samurai-fighter	Shingen Samurai-Fighter (English)	Japan	Shingen Samurai-Fighter (English) (Japan)	alias
tstrike.zip	Thunder Strike	Thunder Strike (set 1)	—	Thunder Strike (set 1)	alias
tturf.zip	Tough Turf	Tough Turf (set 2) (8751 317-0104)	Japan	Tough Turf (set 2) (8751 317-0104) (Japan)	alias
tumblep.zip	Tumble Pop	Tumble Pop	World	Tumble Pop (World)	alias
turbofrc.zip	Turbo Force	Turbo Force (set 1)	World	Turbo Force (set 1) (World)	alias
turfmast.zip	Neo Turf Masters	Neo Turf Masters / Big Tournament Golf	—	Neo Turf Masters / Big Tournament Golf	alias
turkhunt.zip	Turkey Hunting Usa V1.0	Turkey Hunting USA V1.00	—	Turkey Hunting USA V1.00	alias
turtles.zip	600	Turtles	—	Turtles	check
turtship.zip	Turtle Ship	Turtle Ship (North America)	—	Turtle Ship (North America)	alias
twcup90.zip	Euro League	Tecmo World Cup '90 (World set 1)	—	Tecmo World Cup '90 (World set 1)	check
twinadv.zip	Twin Adventure	Twin Adventure	World	Twin Adventure (World)	alias
twinbrat.zip	Twin Brats	Twin Brats (set 1)	—	Twin Brats (set 1)	alias
twincobr.zip	Twin Cobra	Twin Cobra	World	Twin Cobra (World)	alias
twinhawk.zip	Twin Hawk	Twin Hawk	World	Twin Hawk (World)	alias
twinqix.zip	Twin Qix	Twin Qix (Ver 1.0A 1995/01/17, prototype)	—	Twin Qix (Ver 1.0A 1995/01/17, prototype)	alias
twocrude.zip	Two Crude Dudes	Two Crude (US FT revision 1)	—	Two Crude (US FT revision 1)	alias
twotiger.zip	Two Tigers	Two Tigers (dedicated)	—	Two Tigers (dedicated)	alias
uccops.zip	Undercover Cops	Undercover Cops	World	Undercover Cops (World)	alias
uccopsj.zip	Undercover Cops	Undercover Cops	Japan	Undercover Cops (Japan)	alias
ufosensi.zip	UFO Senshi Yoko-chan	Ufo Senshi Yohko Chan (MC-8123, 317-0064)	—	Ufo Senshi Yohko Chan (MC-8123, 317-0064)	alias
ultrax.zip	Ultra X Weapons	Ultra X Weapons / Ultra Keibitai	—	Ultra X Weapons / Ultra Keibitai	alias
umk3.zip	Ultimate Mortal Kombat 3	Ultimate Mortal Kombat 3 (rev 1.2)	—	Ultimate Mortal Kombat 3 (rev 1.2)	alias
undrfire.zip	Under Fire	Under Fire	World	Under Fire (World)	alias
unkpacg.zip	Unknown Pac-man Gambling Game	unknown 'Pac-Man' gambling game (set 1)	—	unknown 'Pac-Man' gambling game (set 1)	alias
unksig.zip	unknown 'Space Invaders' gambling game	unknown 'Space Invaders' gambling game (encrypted, set 1)	—	unknown 'Space Invaders' gambling game (encrypted, set 1)	alias
unsquad.zip	U.N. Squadron	U.N. Squadron	USA	U.N. Squadron (USA)	alias
uopoko.zip	Puzzle Uo Poko	Puzzle Uo Poko	World	Puzzle Uo Poko (World)	alias
upndown.zip	Up'n Down	Up'n Down (315-5030)	—	Up'n Down (315-5030)	alias
usclssic.zip	U.s. Classic	U.S. Classic	—	U.S. Classic	alias
usg32.zip	Super Duper Casino	Super Duper Casino (California V3.2)	—	Super Duper Casino (California V3.2)	alias
usgames.zip	Games V25.4x	Games V25.4X	—	Games V25.4X	alias
utoukond.zip	Ultra Toukon Densetsu	Ultra Toukon Densetsu	Japan	Ultra Toukon Densetsu (Japan)	alias
vamphalf.zip	Vamf X1/2	Vamf x1/2 (version 1.1.0908)	Europe	Vamf x1/2 (version 1.1.0908) (Europe)	alias
vaportra.zip	Vapor Trail: Hyper Offence Formation	Vapor Trail - Hyper Offence Formation (World revision 1)	—	Vapor Trail - Hyper Offence Formation (World revision 1)	alias
varth.zip	Varth: Operation Thunderstorm	Varth: Operation Thunderstorm (World 920714)	—	Varth: Operation Thunderstorm (World 920714)	alias
vasara2.zip	Vasara 2	Vasara 2 (set 1)	—	Vasara 2 (set 1)	alias
vblokbrk.zip	Vs Block Breaker	VS Block Breaker	Europe	VS Block Breaker (Europe)	alias
vendetta.zip	Vendetta (World, 4 Players, ver. T)	Vendetta (4 Players, ver. T)	World	Vendetta (4 Players, ver. T) (World)	alias
vendetta2pu.zip	Vendetta	Vendetta (2 Players, ver. U)	Asia	Vendetta (2 Players, ver. U) (Asia)	alias
vfive.zip	Grind Stormer	V-Five	Japan	V-Five (Japan)	check
vhunt2.zip	Vampire Hunter 2: Darkstalkers' Revenge	Vampire Hunter 2: Darkstalkers Revenge (Japan 970929)	—	Vampire Hunter 2: Darkstalkers Revenge (Japan 970929)	alias
victoryc.zip	Victory	Victory (Comsoft)	—	Victory (Comsoft)	alias
vidvince.zip	Video Vince And The Game Factory	Video Vince and the Game Factory (prototype)	—	Video Vince and the Game Factory (prototype)	alias
vigilant.zip	Vigilante	Vigilante (Rev E)	World	Vigilante (Rev E) (World)	alias
vimana.zip	Vimana (World, rev A)	Vimana (rev A)	World	Vimana (rev A) (World)	alias
vindctr2.zip	Vindicators Part II	Vindicators Part II (rev 3)	—	Vindicators Part II (rev 3)	alias
vindictr.zip	Vindicators	Vindicators (rev 5)	—	Vindicators (rev 5)	alias
viofight.zip	Violence Fight	Violence Fight	World	Violence Fight (World)	alias
viostorm.zip	Violent Storm	Violent Storm (ver EAC)	—	Violent Storm (ver EAC)	alias
viprp1.zip	Viper Phase 1	Viper Phase 1 (New Version)	World	Viper Phase 1 (New Version) (World)	alias
vliner.zip	V-Liner	V-Liner (v0.7a)	—	V-Liner (v0.7a)	alias
volfied.zip	Volfied (World, rev 1)	Volfied (rev 1)	World	Volfied (rev 1) (World)	alias
vsav.zip	Vampire Savior: The Lord of Vampire	Vampire Savior: The Lord of Vampire (Europe 970519)	—	Vampire Savior: The Lord of Vampire (Europe 970519)	alias
vsav2.zip	Vampire Savior 2 : The Lord of Vampire	Vampire Savior 2: The Lord of Vampire (Japan 970913)	—	Vampire Savior 2: The Lord of Vampire (Japan 970913)	alias
vsgongf.zip	Vs Gong Fight	VS Gong Fight	—	VS Gong Fight	alias
vshoot.zip	J-league Soccer V-shoot	J-League Soccer V-Shoot	Japan	J-League Soccer V-Shoot (Japan)	alias
vulcan.zip	Vulcan Venture	Vulcan Venture (new)	—	Vulcan Venture (new)	alias
wallc.zip	Wall Crash	Wall Crash (set 1)	—	Wall Crash (set 1)	alias
warofbug.zip	War of the Bugs or Monsterous Manouvers in a Mushr	War of the Bugs or Monsterous Manouvers in a Mushroom Maze	—	War of the Bugs or Monsterous Manouvers in a Mushroom Maze	alias
warriorb.zip	Warrior Blade - Rastan Saga Episode III	Warrior Blade - Rastan Saga Episode III	Japan	Warrior Blade - Rastan Saga Episode III (Japan)	alias
wb3.zip	Wonder Boy III - Monster Lair	Wonder Boy III - Monster Lair (set 6, System 16B) (8751 317-0098)	World	Wonder Boy III - Monster Lair (set 6, System 16B) (8751 317-0098) (World)	alias
wbeachvl.zip	World Beach Volley	World Beach Volley (set 1, PIC16C57 audio CPU)	—	World Beach Volley (set 1, PIC16C57 audio CPU)	alias
wbml.zip	Wonder Boy In Monster Land	Wonder Boy: Monster Land (Japan New Ver., MC-8123, 317-0043)	—	Wonder Boy: Monster Land (Japan New Ver., MC-8123, 317-0043)	alias
wboy.zip	Wonder Boy	Wonder Boy (set 1, 315-5177)	—	Wonder Boy (set 1, 315-5177)	alias
wcbowl.zip	World Class Bowling	World Class Bowling (v1.66)	—	World Class Bowling (v1.66)	alias
wcbowldx.zip	World Class Bowling Deluxe	World Class Bowling Deluxe (v2.00)	—	World Class Bowling Deluxe (v2.00)	alias
wcvol95.zip	World Cup Volley '95	World Cup Volley '95 (Asia v1.0)	—	World Cup Volley '95 (Asia v1.0)	alias
wecleman.zip	Wec Le Mans 24	WEC Le Mans 24 (v2.01)	—	WEC Le Mans 24 (v2.01)	alias
wh1.zip	World Heroes	World Heroes (ALM-005)	—	World Heroes (ALM-005)	alias
wh2.zip	World Heroes 2	World Heroes 2 (ALM-006 ~ ALH-006)	—	World Heroes 2 (ALM-006 ~ ALH-006)	alias
wh2j.zip	World Heroes 2 Jet	World Heroes 2 Jet (ADM-007 ~ ADH-007)	—	World Heroes 2 Jet (ADM-007 ~ ADH-007)	alias
whodunit.zip	Who Dunit	Who Dunit (version 9.0)	—	Who Dunit (version 9.0)	alias
wildfang.zip	Wild Fang	Wild Fang / Tecmo Knight (World?)	—	Wild Fang / Tecmo Knight (World?)	alias
wingforc.zip	Wing Force	Wing Force (prototype)	Japan	Wing Force (prototype) (Japan)	alias
wits.zip	Wit's	Wit's	Japan	Wit's (Japan)	alias
wizdfire.zip	Wizard Fire	Wizard Fire (Over Sea v2.1)	—	Wizard Fire (Over Sea v2.1)	alias
wizwarz.zip	Wiz Warz	Wiz Warz (prototype)	—	Wiz Warz (prototype)	alias
wjammers.zip	Windjammers	Windjammers / Flying Power Disc	—	Windjammers / Flying Power Disc	alias
wldcourt.zip	World Court	Pro Tennis World Court	Japan	Pro Tennis World Court (Japan)	alias
wlstar.zip	Wonder League Star - Sok-magicball Fighting	Wonder League Star - Sok-Magicball Fighting	Korea	Wonder League Star - Sok-Magicball Fighting (Korea)	alias
wmatch.zip	Water Match	Water Match (315-5064)	—	Water Match (315-5064)	alias
wndrplnt.zip	Wonder Planet	Wonder Planet	Japan	Wonder Planet (Japan)	alias
wof.zip	Warriors of Fate	Warriors of Fate (World 921031)	—	Warriors of Fate (World 921031)	alias
wofch.zip	Warriors of Fate	Tenchi wo Kurau II: Sekiheki no Tatakai (CPS Changer, Japan 921031)	—	Tenchi wo Kurau II: Sekiheki no Tatakai (CPS Changer, Japan 921031)	check
wondl96.zip	Wonder League '96	Wonder League '96	Korea	Wonder League '96 (Korea)	alias
wondstck.zip	Wonder Stick	Wonder Stick (set 1)	—	Wonder Stick (set 1)	alias
woodpeck.zip	Woodpecker	Woodpecker (set 1)	—	Woodpecker (set 1)	alias
worldwar.zip	World Wars	World Wars (World?)	—	World Wars (World?)	alias
wownfant.zip	Wow New Fantasia	WOW New Fantasia (Explicit)	—	WOW New Fantasia (Explicit)	alias
wpksocv2.zip	World Pk Soccer V2	World PK Soccer V2 (ver 1.1)	—	World PK Soccer V2 (ver 1.1)	alias
wrestwar.zip	Wrestle War	Wrestle War (set 3) (8751 317-0103)	World	Wrestle War (set 3) (8751 317-0103) (World)	alias
wrofaero.zip	War of Aero: Project MEIOU	War of Aero - Project MEIOU	—	War of Aero - Project MEIOU	alias
ws.zip	World Stadium	Pro Yakyuu World Stadium	Japan	Pro Yakyuu World Stadium (Japan)	alias
wwallyj.zip	Wally Wo Sagase!	Wally wo Sagase! (rev B, 2 players) (FD1094 317-0197B)	Japan	Wally wo Sagase! (rev B, 2 players) (FD1094 317-0197B) (Japan)	alias
wwestern.zip	Wild Western	Wild Western (set 1)	—	Wild Western (set 1)	alias
wwfmania.zip	WWF: Wrestlemania	WWF: Wrestlemania (rev 1.30 08/10/95)	—	WWF: Wrestlemania (rev 1.30 08/10/95)	alias
wwfsstar.zip	Wwf Superstars	WWF Superstars	Europe	WWF Superstars (Europe)	alias
wwfwfest.zip	Wwf Wrestlefest	WWF WrestleFest	World	WWF WrestleFest (World)	alias
wwjgtin.zip	Wai Wai Jockey Gate-in!	Wai Wai Jockey Gate-In!	—	Wai Wai Jockey Gate-In!	alias
wyvernf0.zip	Wyvern F-0	Wyvern F-0 (Rev 1)	—	Wyvern F-0 (Rev 1)	alias
xenocrisis.zip	Xeno Crisis	Xeno Crisis (HB)	—	Xeno Crisis (HB)	alias
xeviousng.zip	xeviousng	Xevious - Neo Geo Conversion (HB, Beta1)	—	Xevious - Neo Geo Conversion (HB, Beta1)	check
xmcota.zip	X-Men: Children of the Atom	X-Men: Children of the Atom (Europe 950331)	—	X-Men: Children of the Atom (Europe 950331)	alias
xmen.zip	X-Men	X-Men (4 Players ver EBA)	—	X-Men (4 Players ver EBA)	alias
xmen2pa.zip	X-Men	X-Men (2 Players ver AAA)	—	X-Men (2 Players ver AAA)	alias
xmen2pe.zip	X-Men	X-Men (2 Players ver EAA)	—	X-Men (2 Players ver EAA)	alias
xmultipl.zip	X Multiply	X Multiply (M81 hardware)	World	X Multiply (M81 hardware) (World)	alias
xmvsf.zip	X-Men vs. Street Fighter	X-Men Vs. Street Fighter (Europe 961004)	—	X-Men Vs. Street Fighter (Europe 961004)	alias
xorworld.zip	Xor World	Xor World (ver 1.2, checksum DB5D0F, prototype)	—	Xor World (ver 1.2, checksum DB5D0F, prototype)	alias
xsedae.zip	X Se Dae Quiz	X Se Dae Quiz	Korea	X Se Dae Quiz (Korea)	alias
xsleena.zip	Xain'd Sleena	Xain'd Sleena	World	Xain'd Sleena (World)	alias
yamatou.zip	Yamato (US)	Yamato	USA	Yamato (USA)	alias
yiear.zip	Yie Ar Kung-Fu	Yie Ar Kung-Fu (version I)	—	Yie Ar Kung-Fu (version I)	alias
youjyudn.zip	Youjyuden	Youjyuden	Japan	Youjyuden (Japan)	alias
zedblade.zip	Zed Blade	Zed Blade / Operation Ragnarok	—	Zed Blade / Operation Ragnarok	alias
zerohour.zip	Zero Hour	Zero Hour (set 1)	—	Zero Hour (set 1)	alias
zeropnt.zip	Zero Point	Zero Point (set 1)	—	Zero Point (set 1)	alias
zeroteam.zip	Zero Team Usa	Zero Team USA	USA	Zero Team USA (USA)	alias
zerowing.zip	Zero Wing	Zero Wing (2P set)	—	Zero Wing (2P set)	alias
zigzagb.zip	Zig Zag	Zig Zag (bootleg Dig Dug conversion on Galaxian hardware, set 1)	—	Zig Zag (bootleg Dig Dug conversion on Galaxian hardware, set 1)	alias
zingzip.zip	Zing Zing Zip	Zing Zing Zip / Zhen Zhen Ji Pao (China?)	World	Zing Zing Zip / Zhen Zhen Ji Pao (China?) (World)	alias
zintrckb.zip	Zintrick	Zintrick / Oshidashi Zentrix (bootleg of CD version)	—	Zintrick / Oshidashi Zentrix (bootleg of CD version)	alias
zipzap.zip	Zip & Zap	Zip & Zap (Explicit)	—	Zip & Zap (Explicit)	alias
zombraid.zip	Zombie Raid	Zombie Raid (9/28/95)	USA	Zombie Raid (9/28/95) (USA)	alias
zookeep.zip	Zoo Keeper	Zoo Keeper (set 1)	—	Zoo Keeper (set 1)	alias
zunkyou.zip	Zunzunkyou no Yabou	Zunzunkyou no Yabou	Japan	Zunzunkyou no Yabou (Japan)	alias
